COVID-19-AR-16406531,0,0,0.5050197,0,0.38372236,1.7125165,0,0.5924919,0.8386462,1.5378581,0,0,1.259986,0,0,0,0,0.54553044,1.2624238,0,0,0.4908522,0.3072936,1.6960715,0,0.24438795,0.9808651,1.8510559,0.88587296,0,0,0.8109901,0.6785121,0,0.21225168,1.5025882,0,0.8419703,0,2.117489,1.1035644,1.6866716,0,0,3.2493012,0,0,0,0,0,0,0,1.2676688,0,0,1.8760355,0,2.2503803,0,1.8108048,0,0.22669971,0.113670945,0.46101505,0,0,0,0,0.6289255,0,0.4319084,0,0,0.36165524,1.7781682,0.55725205,0,1.2794766,0,1.5049161,0.13237737,0.38484496,1.6449506,0,1.2390498,2.341174,0.8076074,0,0.41478887,0,1.4415009,0,0,0.18897301,0,0,0,2.4151175,0,0,0.6125888,0,2.157796,0,0.086746916,0.8079857,1.2503481,0,0.8538324,0,0,0,0,1.1391137,0,0,0,0.032010462,0.6354319,0.3076954,1.4205846,3.196476,0,0,0.2628828,2.476214,0.43258077,0,0.42107013,0,0.50162286,2.0982072,0.69024277,0,0,0,2.9873476,0.09442961,0.6260442,0,0,0.80041516,0,0,0,0,2.5531936,0,0.3287382,0,0.58432597,0,2.0698006,0,0.10368307,0,0,0,0,0,0,1.9566678,1.3083365,1.457005,0.38012254,0.14647256,0,0,1.5613016,0,0,0,1.2805506,0,0,1.6587704,0,0,0,0.9703615,0,0,0,1.7944264,0.61779046,0,1.5689929,0,0,1.0068965,0.7048321,0,0,0.45282665,0,0,0.37838504,0,1.0226401,0.45565876,0.26573753,0,0,0,0.3799064,0,0,0.8058071,0,0.002475805,1.4082474,0,0,0,1.1970783,0,0.42310634,0.54709554,0,2.1336806,0,0,0,0,0.50127435,0.4830314,0,0,0,0,0,0,1.7396386,0,1.3737739,0,0,1.6294599,0.1941291,2.1901724,0.6704248,0,0,0.24045028,0,0,0,0,1.2301418,0.5880321,0,0.8640382,0.46723124,0,0,0
COVID-19-AR-16407183,0,0,2.984644,0,0,0.05608512,0,1.6950554,2.3354127,1.5413805,1.5783396,0,2.161381,0.5917608,0,0,0,0,0,0,0,2.432447,1.9783962,4.079037,0.82206625,0.5388631,0.8298324,1.010185,0,0,0,0.24402115,0.30005443,0,0,2.4585254,0.77751917,0,0,2.8678305,0.7335319,3.1268466,0,0,4.8553414,0,0,0,0,0,0,0,0.9881145,0.34009007,0,2.7344358,0,3.220914,0,4.283499,0,0.55627465,0,0,1.0287739,0,0,0,1.6230423,1.014659,0.5454516,0,0,0,0,0.4406977,0,1.3977815,0,0.7611187,0,3.498136,0,0,0,0.5810897,2.643305,0,0,0,1.788993,0,0,0,0,0,0,2.2288003,0,0,0,0,2.8566027,0,0,3.6764357,0,0,0,0,0,0,0,0,0,0.18028043,0,0,0.77727735,2.726056,1.1239073,3.8024266,0.644026,0,0.6728229,1.57019,0.54793,0.4376994,0,0,2.2710354,2.0008981,2.7100613,3.7811155,0,0,1.4415834,0,1.4838191,0.33174044,1.3054174,2.61191,0,0,0,0,2.8918023,0,1.4188015,0,0,0,1.3167514,0,1.273394,0,0.2555934,0,0,1.2863781,0.55790025,2.5141582,0.15270272,0.7204018,0.32997334,1.5780103,0,0,1.4789729,0,0,0,0.5485834,0,0,0,0,0,0,0,0,1.3116258,0,1.211888,1.289856,0,2.1655924,0,2.5456314,0.12267085,1.678363,1.3165236,0,0,0,0,1.636101,0,1.1671367,0,0,0,0,0,2.6590872,0.13269836,0,0,0,0.05495338,0,2.061688,0,0,0,0.1632252,0,0,0.21880277,1.5001013,0,0,0.34296146,1.2550291,1.8120809,0.5750422,0.7222479,0.06572897,1.232362,0,0,0,2.5538783,0,5.016392,0,1.9265281,2.3046463,0.18585315,2.1446636,2.5354757,0,1.0685141,0,0,1.5769455,2.5030668,1.2325011,2.438579,0,0.38446724,0,2.0530736,0.4223325,0,0.04371181
COVID-19-AR-16424083,0,0.45785695,2.4648802,0,0,0,0,1.2462542,2.0722086,1.8747715,0,0,1.6207701,0.9403531,0,0,0,0.1318362,0,0,0,2.6424127,0,0.051333312,0,0.85202163,2.7286139,1.4943055,0,0,0,0,3.9270205,0,0,2.1153824,1.5926919,0,0,1.3389416,1.2379115,1.7962682,0,0.91625386,3.8880596,0.9938978,0,2.945046,2.4188745,0,0,0,0.44717172,0,0,0.6278724,0,0.9497543,1.5766646,1.2303444,0,0,2.0163257,2.1613364,1.7537236,0.8266123,0,0,0.89641047,0.5216007,0,0,0,0.2375585,0,1.3264544,0,0.84292847,0,0.47780883,0,1.7999675,0,0,0,1.7022674,1.1381427,0,0,0,1.4105116,0,0,0,0,0,0,1.8767666,0,2.9642885,0,0,4.443195,0,0,2.7364528,0,0,0,0,0,2.0808167,0,0,0,0.9422381,0.13315691,0,0.2794778,2.39208,1.632592,3.0223715,0,0,1.6762811,0.27852198,0,2.4202547,0.6508538,0,3.6256013,1.5657727,0.6315558,1.5421273,0,0,0.7309471,0,2.095973,0,1.4608023,2.714103,0,0,0.6375332,0,3.3197634,0,1.248897,0,0,0,0.87415045,0.07958603,0.81250054,0,1.2314767,0.5220982,1.9487089,1.1084158,0.30689722,3.7128813,0.051360525,3.4512808,0.40219644,2.5600133,0,0.44593757,1.550675,0,0.302033,0,0.37935987,0,2.27271,2.0336769,0,0,0,0,0,0,0,0,2.6320353,1.8028235,1.4344815,0.57242477,1.4688718,0.99245375,2.9021912,0,0,0,0,0,2.0874696,0,0,0,0,0,0,0,0.9182032,1.6917008,0,0,0,0,0,0.15601374,0,0,1.6400789,2.4570694,0,0,0,1.6640767,0.8679952,0,0,0.7766767,0.8341197,0,0,0.097674966,2.020761,0,0,0,1.3116043,0,5.8903804,0,2.453113,1.197146,0.4409219,1.0189812,0,0,0,0,1.079538,0.5215959,1.5334414,2.4500432,1.9546745,0,2.3493745,0,2.3805482,0.08732711,0,0.7634423
COVID-19-AR-16406559,0,1.0017545,2.354392,0,0,0,0,0.5936252,1.0766551,1.958028,0,0,1.8717579,0,0,0,0,1.2066848,0,0.1980516,0,1.292731,1.2893142,1.423009,1.6794266,1.4527178,0,1.6331692,0,0,0,0,2.901158,0,0,3.0168588,0,0,0,2.3785048,0.92785364,0.2580039,0,0,3.5474894,0.09387717,0,2.5890586,1.4426658,0.14146861,1.6218363,0,1.7449648,1.6564244,0,0.48540327,0,0,2.043643,0.7914499,1.1308209,0,0,1.6518239,3.3262362,0,0.14743587,0,0,1.1847464,1.3187633,0,0,0,0,0.47686628,0,2.0760062,0,0,1.2708383,0,1.4225336,0,0,1.0632155,1.6426945,0,0,0,1.0885594,0,0,0,0,0,0,1.2081101,0.053904716,0,0.33048993,0,1.1497337,0,0.026067259,1.136547,0,0,0,0.11137829,0,1.3259734,0,0,0,0,0.07330824,0.9664697,0.79278594,3.1326797,1.5827429,2.262098,0.8688694,0,0,0.31067052,0.033456087,0,0,0,1.8480005,0,2.0290778,0,1.7098997,0,1.4494098,0,0.872503,0,0,1.1755297,0,0,0.80485857,0,4.042621,0,0.35837612,0,0,0,0.07767473,0.1382271,1.8987075,0,0.3613667,3.7547836,0.6415479,0,0.349052,4.3216186,0,2.5060751,0,1.5827161,0,0.3334132,0.20956597,0,1.2462373,0,0,0,0,0,0.23887426,0,0,0.002617186,0,0,0,0,1.0713806,0.07838881,1.4393504,0,0.46500352,0,0,0,0,0.9653705,0,0,1.1989136,0,0,0,1.0694503,0.8908393,0,0,0,1.0958543,0,0,0,0,0.6621882,0,0,0,1.9737909,0.14584056,0,0.26268983,0,0.94329596,0,0,0.1927384,0.12801275,0.31516066,0,0,0.5367089,0.64706814,0,0,0.7012637,3.0764134,0,0.5784877,0,2.2074118,1.3871208,1.2475567,1.253337,3.0694373,0,1.3704658,0,1.5913571,1.0641961,0,1.1444482,0.52838457,0,2.549946,1.1363964,2.4049964,0,0,0.7731585
COVID-19-AR-16434395,0,0.31984702,1.1333237,0.5989661,0,0.5540335,0,2.4801152,0.1704263,0,0.62530124,0,0,0,0,0,0,0.23114562,1.6092261,0.5542018,0,2.6814373,0.51037157,0,0.24161467,1.4253097,0.8030561,0,0,0,0,0.1003624,0.06449525,0,0,1.4598187,0.72084886,0.5858716,0.20068137,0,1.1273041,0.2899696,0.3474666,0.380202,1.885249,0.15763797,0.3302264,0.29806805,1.210289,1.5600004,1.1710356,0,0,1.0855033,0,2.6745043,0,2.0465426,1.2936118,0.206117,0.59655267,0,1.8055526,2.2166898,0,0.5333576,0,0.06722823,0.903072,0.41321638,0.1786505,0.29138052,0,0.10220255,0,0,0,1.2792748,0,0.73861843,0.20667334,0.3799663,1.264863,0,1.4138869,0.18924566,0.049913764,0,0.13411696,0,2.232589,0,0,0,0,0,0,2.7835069,0,0.98582345,0,0,2.6187913,0,2.0410392,1.0556942,1.0026292,0,0,0,0,1.3346866,0,0,0,0.39733562,0,0,0,1.1030217,0.1269845,0,0,0,0,0.34136468,0,0,0.23359151,0,1.0442963,0.4967662,2.578828,0.25231805,0.6396877,0,0,0,1.2500664,0.19046278,0,1.8923094,0,0,0,0.23100588,0.4519724,0,1.7068669,0,1.1993293,0.86225426,0.37954667,0,0,0,0.95340663,0.12770765,0.21557568,0,0,2.9493372,0,2.0495782,1.573485,2.5745995,0,0.8620181,2.8365533,0,0,0,0.32821593,0,0,0,0,0,1.5043603,0,0.35984462,0.08686154,0,2.1075852,1.0228487,0,0.87832224,1.1212071,0.044220693,0.6415996,0.7139254,0,0,0,0,0,0,0.5814157,0,0.63830215,0.32612115,0,1.1997073,0,1.6652491,1.9906609,0.9274923,0,1.3946537,0.08883931,2.929842,0,0,0,0.10174604,0,0,0,0.001362483,1.0155922,0,0,0.30146575,0,0.89785624,0,0.80865693,0,2.912696,0,0,0,1.2165987,0,1.823277,0,0.25838208,0,0,0,0,0,0,0,0,0.7357592,0.27198848,1.4073204,1.1906238,0,0.24596149,0,0,0,0,0.056496292
COVID-19-AR-16434383,0,0,1.1022635,0.023991475,0,0.2798345,0,0.3118524,0.87304926,3.1557362,0,0,0,0.2609429,0,0,0,1.3410362,0.66922295,0,0,2.577076,0,0,0,0,1.2873278,0,0,0,0,0,1.0592179,0,0,0.4301011,0.31187978,0.88955766,0.096330695,0.65669316,0,0.23610905,0,0,0.9573551,0.87803745,0,0.6579048,0,0,0.97315013,0,1.737863,2.454629,0,1.1636158,0,0,0,0.38706955,0,0.20533898,0.18908608,1.9377092,0.9336506,1.6615092,0,0,1.2203372,1.3289338,1.8257996,0,0,0,0,0,0,0.09048402,0.26072514,0,1.3002175,1.7045205,1.7168549,0,0,0.9040852,1.1715,0.51789653,0,0,1.0873235,0,0,0.5954559,0,0,0,1.5242479,0,0.7281383,0.88295645,0,2.4323213,0,0.51125133,0.294963,0,0,0.7884305,0,0.22489509,0,0,0,0,0.78180915,0,0,1.1953992,0,0.5536055,0.9558604,0,0,0,0.036078036,0.9631201,0,0,0,0.9322213,0.59660035,0.09243248,2.379382,0.3555614,0,0,1.2910752,1.9616268,0,0,2.4335513,0,0,0,0,0.7978645,0,1.9437867,0,0.2113054,0,0.57144314,0.78543234,0.08095451,0,0,1.8608587,0,0.4042583,0,2.9799237,1.1163968,3.8096285,1.261685,1.1867057,0,1.1347059,0,0,0.002753062,0,0,0,1.2797085,0,0.25449973,0,0.06490345,0.10530394,0,0,0,0,1.8974401,0,0.9650167,0.09272514,1.4367654,0.6690231,0.68395364,0.44424534,0,0.7517103,0.21370108,0,0,0,0.40105817,0.9609336,1.1133807,0,0,0,0.1968639,3.4845948,0,0.8483445,0.07010784,0,0.003816734,0,0,0,1.1654526,0.6847342,0,0,1.0674082,0.385962,0,0,0.9079426,0,0.004329927,0,0,0,2.8060508,0,0,0,2.0645351,0,1.6055416,0.25376225,0.19450492,1.5606434,0,1.4060887,1.0919802,0,1.5661802,0,1.6125911,1.7152264,0.04715063,0.41661164,0.55426407,0.030053565,0.07542109,0,2.0090644,0,0,0
COVID-19-AR-16434380,0,0,0.052372016,0,0.7621836,0.92651117,0,1.0097027,0.8983714,1.5679384,0,0,1.3560499,0.7463776,0,0,0,0,0.72204924,0,0,2.2085311,0.33538023,1.4388129,0,0.51056236,0,0.46995124,0,0,1.4017886,0,0.2689837,0,0.41077214,0.604542,0.42389596,0,0,0.21844423,0.83172005,1.8013061,0,0,1.0012236,0,0.6070918,0,1.762343,1.1074289,0,0,1.9195535,0,0,1.8978539,0,1.1476175,0,1.1664908,0,0,1.7075393,0.9452987,0,0,0,0,1.7311151,1.1748695,0,0,0.18040343,0,0,0,0,0,0,1.3487875,0.28154963,1.2216197,0,0,0,0,0.9016561,0.95218116,0.11681374,0,1.0990252,0,0,0.44769725,0,0,0,1.5007541,0,0.4859328,0,0,3.7495449,0,0.68489206,0.8911702,0,0.053798985,0,0,0,0,0,1.5222887,0,0.7656744,0,0,0,1.1784521,2.2054677,3.8543277,2.6476116,0,0,1.7428701,0,0.2250083,0,0,3.1647043,1.469021,1.1737465,0.83752364,0,0,1.4804237,0,1.237699,0,0,2.001396,0,0.115524754,0.5383569,0.2415802,0.8258736,0,2.264623,0,0.6639355,0,0,0.06478405,0.9191085,0,0.6532874,0.3507754,0,0,1.1935127,1.2163788,0,1.1435447,1.2386019,1.1836555,0,0,1.7182595,0,1.4227364,0,0,0,0.4728084,2.8191075,0,0,0,0,1.5580045,1.4453887,0,0,1.2798752,0.31105843,0.8591531,0,0,0,2.0004792,0,0,0.120850824,0,0,0,0,0.88897955,0,0,0,0,0.51390296,0.1831323,1.7678435,0.24951352,0,0,0,0,0,0,1.4054399,1.614015,0.3262752,0,0,0.57748073,0.63215,0,0.054415047,0,1.6399153,0,0.39326912,0,0.2721335,0.42359468,0.96477425,0,1.0133548,2.4317029,0,1.8666234,0,0.39667955,1.6073521,1.0269781,0,0.20664628,0,0.96130717,0,0,0,0.7293298,1.0848869,2.0663273,0,2.0281932,0,0,0,0,0
COVID-19-AR-16406561,0.16563757,0,0.7722046,1.6460022,0,0,0,2.4576132,0.82673836,0,0,0,0.9310098,0,0,0,0,1.3657312,0,0,0,1.4574351,0,1.1237822,0,0,1.0585421,0.34452638,0,0,0,0,0.24053438,0,1.4000483,0.3445479,1.4841821,0.2815247,1.6411148,2.1793437,0,0.6238813,0,0.071771204,2.3775418,0,0,2.0300214,0.03595461,0,0,0,0,0,0,0.098055124,0,0.31196156,1.3908105,0,0,0.07059756,1.0890937,0,0.49287403,0,0.28269202,0,1.0475569,0.6343224,0,0,0,0,0,0.21433619,0.71101373,1.3082843,0,0.4207553,0,1.5999197,2.251409,0,0,0.5103791,2.5254858,0,1.2584343,0.14611995,0.13258603,0,0.32169142,0,0,0,0,0,1.3103131,0,1.7942995,0,0.35227877,0,0.056987293,0.34120044,0,0,0,0,0,1.7205017,0,0.32256168,0,0,0,0,0.46464777,0.5930975,0.12892523,1.2421366,1.4126364,0.37937942,0.5658244,1.6602911,1.3339137,0,0.06270328,0,1.8992697,0.93508536,0,0.150828,0,0,1.7276508,1.3900163,0,0,0,1.4932759,1.8825659,1.2522172,0.9624281,1.1260179,0.6154333,0,0.8210644,0,1.569333,0,1.2627114,0,0.06353702,0,0.7001317,1.1703159,0.6053751,0,0.537027,3.9049556,0.7357403,0.04655038,0.9037841,1.0715032,0,0.71673983,0,0.34452146,0.48305357,1.1448373,1.7758547,0.20494893,0,0,0,0.8618113,0,0.69608164,0,1.0095646,0,1.8889781,1.716494,1.723996,2.2561707,0,2.349617,0.8246396,0,0.102310576,0,0.56423515,0,0,0,0,0,1.0508776,0.68474495,0,0,0,0.8968122,1.9296622,1.1984341,1.8827266,0,0.031676188,1.50408,0,0,0,1.8620129,0,0,0,0,0.94294786,0.41662714,0.25982636,0,0,0,0.42408144,0,0,1.2804258,0,0,1.3612639,1.4602604,0,0.3930892,0,0,0.38371176,0,1.4966702,0.37693375,0,0,0,0,0,0.4231988,0,0.04370706,0,1.313348,0,0.50712514,0,0,0
COVID-19-AR-16406491,0,1.4427847,2.243071,0.2794588,0.50874424,0,0,1.1679245,2.5427136,0.17304662,0.02212198,0,1.5306689,0,0,0.21518917,0,0,0,0.6526454,0,1.8166136,0,0,0,0,0,0,0,0,0,0,0.6642313,0,0,2.0109568,0,0,0,0.36531928,0.37651443,0.26496962,0,1.0569869,3.0147235,0.37483835,1.153285,2.7452722,0,1.701297,0,0,0,0,0,0.9503418,0,0.7590961,1.2624921,1.0363309,0.6263421,0.16321775,2.6301658,2.1589956,0,0,0,0,0.9166935,0,0.28575107,0,0,0,0.77841204,0.55043954,0,0.665959,0,1.0230957,1.40204,0.432988,0,0,0,0.2579343,0.41523385,0,0,0,1.3436698,0,0,0.644837,0,0,0,1.0126178,0,0.717852,0,0,1.7997999,0,0,0,0,0,0.46931443,0,0,1.2551752,0,0,0,0,0,0,2.1711116,1.2430927,0.8694123,0,0,0,0.28333783,0,0.56098074,1.5155168,0,0,2.6163313,2.10417,0,0.55065614,0.63137525,0,0,0.508564,0.2803095,0,0,2.0069847,0,1.4932295,1.3709387,0,0,0,1.8660294,0,0.7254418,0,0.71111083,0.49438146,0,0,0.41958758,1.036635,1.4526397,0,0.26794994,3.47852,0,1.3159523,0.21171753,1.9691967,0,0,1.6663882,0,0.49314418,0,0,0,0.528025,0,1.1936648,0.9892268,0.42481297,0,0,0,0,1.275584,1.365365,0,2.7144012,0,1.6634983,1.8039354,0,0,0,0,0.12717138,0,0.26099625,0,0.29116744,0,2.36444,0,0,0,0.389829,2.3890316,0,0,0,0,0.31811735,0.21834804,0,0,3.4015362,1.9709668,1.0381631,0,3.2732635,0.6559129,0,0,0.4289641,0.4436402,0.78504455,0.45453778,0,0.5065117,1.7998224,0,1.2029996,0.4149079,0.52000624,0,2.987346,1.6339738,0,1.0826098,0,1.5100069,0,0,1.6952443,0,1.5223944,1.9808024,0,0,0,0.4762738,0.97733194,0,1.7704266,0.48949412,0,0
COVID-19-AR-16434453,0,1.3537991,0.6103732,0,0.20499012,0.2705437,0,2.4408073,0.9705894,0.14495441,0.24881423,0,0,1.343243,0,0,0,0,0.9678775,0,0,3.1007986,0.11958944,0,0,0,1.0871695,0,0.02124002,0,0,0,1.1087385,0,0.97480804,2.1681008,0,0.061064262,0.614252,0,0,2.8438642,0,0,1.6823827,0,0.30913952,1.5058968,0,0,0,0,2.1627982,0.433239,0,1.0816514,0,1.9623636,0,0.779623,0,1.4136223,1.2270797,0,0,0,0,0,0.5505859,0,0,0,0,0,0,0.5348416,0.14510056,0.252541,0,0.96742207,0,0.85525024,2.6744907,0,0.08223376,0,1.3349338,0,0.99664015,0.09153801,0,0,0,0,0,0.81815696,0,0.9389808,1.0297903,0,0,0,2.1724708,0,1.9720923,0,0,0,0.33821404,0,1.2231599,0.8931302,1.436546,0,0,0.2919995,0,0,0.95763016,0,0,2.861318,0,0,0.93488854,2.7846723,1.057244,0,1.2814763,0,3.088719,2.8065672,0.75106084,0,0,0,2.0675318,1.1481557,1.1682729,0.2457224,0.9796319,3.541735,0.38998756,2.4688776,1.5420569,1.595479,1.6386203,0,2.0145502,0,0,0,0.2915469,0.6839782,0.5099231,0,0.62977195,1.1791887,0.9436427,0.79210687,0.66802937,3.2242885,0.83659196,0,0,2.6135774,0,0.7463963,0.3156349,0,2.0223286,0,2.0284138,0,0.82541895,0,1.1492155,0,0,0,0.14570794,0.36239472,0,0.84113485,1.5556744,0.8230155,0.8636688,0,0,1.2124171,4.4874063,0,0,0,0,0,0.6789318,0,1.9617107,0.9457166,0.104993336,0,0,0,0,1.1023735,0,0.9571402,0,0,1.2598708,2.2938638,0,0,0.96168894,1.3971258,0.23383406,0.6722966,0.4937192,0.39831653,0,0.9465958,0.46219733,0.67901146,0,0.20967609,0.85518306,0,2.791036,0,0,0,2.2806208,0.11113665,0.8452498,0,0.74858433,0,2.040461,1.0664396,1.717005,0,0,0,0.34121698,0,0,1.6592492,1.3840122,0,0,0,0.24790159,0.20423266,0.061797913,0
